temperature,vibration,pressure,humidity,oil_quality,failure
81.98,7.62,5.45,43.65,69.63,0
70.52,6.76,6.75,56.86,82.58,0
57.55,3.92,4.0,89.34,90.2,1
87.72,1.95,7.9,29.14,55.5,0
62.53,5.12,3.63,49.09,70.45,0
88.43,0.08,5.99,34.92,47.93,0
85.58,1.13,3.99,58.93,100.0,0
77.37,0.12,4.3,72.62,79.64,0
91.95,8.2,6.23,44.16,48.63,1
96.79,0.26,4.69,60.06,91.82,1
67.9,0.85,2.72,30.49,35.91,0
60.29,1.2,3.8,64.01,49.58,0
47.63,10.0,6.08,70.87,54.1,1
96.94,3.34,5.6,43.04,60.9,1
64.72,5.99,6.09,55.06,75.89,0
83.62,3.94,4.1,26.3,49.0,0
61.1,1.46,3.41,35.7,56.73,0
88.46,7.33,3.77,53.16,62.22,0
61.6,4.5,3.87,80.6,76.76,1
55.7,3.2,4.93,17.71,58.8,0
67.5,7.9,3.22,47.91,69.78,0
63.62,2.63,6.6,63.95,72.43,0
77.16,3.14,5.77,72.45,73.61,0
69.38,2.64,3.7,42.0,17.95,1
77.53,6.19,4.7,64.43,69.95,0
66.51,5.53,3.67,56.11,33.27,0
62.02,4.2,4.78,71.65,64.65,0
63.0,0.87,3.75,42.03,61.61,0
94.54,2.57,8.21,46.47,76.63,1
72.7,0.87,2.61,35.72,30.44,0
46.19,6.4,3.1,40.58,44.91,0
63.76,0.44,4.64,40.5,57.21,0
71.16,7.49,5.14,32.78,58.0,0
92.14,6.72,5.15,71.95,69.73,1
82.34,1.2,6.38,45.95,43.62,0
58.94,2.46,5.66,37.8,69.11,0
99.02,1.72,3.62,38.99,62.63,1
69.63,4.58,6.59,21.79,90.47,0
84.96,7.03,5.94,54.17,45.57,0
56.14,6.46,7.08,32.04,80.75,0
41.22,2.42,5.08,35.81,60.79,0
53.1,6.64,6.64,62.06,53.19,0
31.0,6.43,0.92,36.95,92.39,1
95.35,3.03,4.27,51.9,57.18,1
72.57,3.48,3.63,36.73,72.13,0
58.9,7.35,6.05,37.36,61.08,0
75.43,6.15,3.89,35.56,60.89,0
72.27,6.56,6.46,42.26,75.78,0
77.45,9.96,6.18,24.17,78.37,1
84.51,4.87,4.09,56.44,51.41,0
66.52,4.31,5.36,87.14,52.73,1
59.44,6.89,4.68,53.93,3.51,1
79.93,8.47,5.17,31.16,58.91,1
79.63,1.97,6.12,55.14,90.1,0
71.21,3.0,4.51,21.84,92.86,0
96.13,0.95,2.52,33.47,64.95,1
64.75,4.36,5.89,38.43,92.86,0
59.2,5.72,6.61,60.68,85.78,0
75.02,1.13,2.45,55.47,76.63,0
61.9,6.33,4.95,23.59,42.0,0
75.95,2.37,3.6,57.21,60.18,0
60.0,2.16,6.69,36.67,47.31,0
65.2,6.32,6.77,54.12,45.84,0
92.69,1.94,3.79,33.61,70.85,1
65.13,0.01,3.03,43.41,75.67,0
60.41,5.36,5.37,32.63,25.31,1
84.05,3.17,3.34,43.46,56.7,0
57.39,6.5,6.29,27.2,45.86,0
61.68,5.58,4.8,32.2,65.28,0
76.92,0.87,7.41,35.46,51.83,0
81.26,6.79,7.47,30.44,70.26,0
84.65,8.25,7.33,39.32,86.18,1
61.03,6.08,5.6,46.26,66.23,0
77.15,6.18,3.58,64.9,79.12,0
64.41,2.88,2.78,28.21,88.56,0
62.73,2.31,5.89,29.44,67.66,0
84.44,4.03,6.0,45.5,40.59,0
63.41,5.8,5.39,20.47,43.57,0
73.34,5.74,3.01,48.67,63.01,0
71.87,2.41,3.8,45.23,97.6,0
57.15,2.15,5.12,53.17,32.39,0
81.59,0.23,4.08,78.56,72.66,1
76.72,5.12,3.84,45.88,69.34,0
46.16,2.53,3.55,36.9,75.34,0
73.33,2.75,4.8,59.43,62.96,0
60.72,7.82,4.69,44.82,65.15,0
83.16,5.0,3.76,42.54,64.31,0
52.66,4.31,5.02,71.81,45.79,0
65.72,5.58,5.37,56.26,26.45,1
74.34,7.05,5.53,30.73,100.0,0
70.65,0.54,3.56,31.17,60.46,0
79.16,2.09,4.54,24.97,45.4,0
51.78,2.92,5.02,28.49,84.68,0
89.82,1.05,5.19,61.93,56.08,0
76.3,2.84,3.0,37.38,69.88,0
86.32,0.38,4.49,18.21,73.48,0
80.49,5.81,5.89,51.86,52.52,0
69.86,2.21,4.11,47.54,76.23,0
54.59,4.0,5.53,38.27,60.59,0
63.24,3.63,5.02,35.45,81.68,0
89.07,4.89,4.31,45.27,84.08,0
86.63,2.65,6.89,46.1,78.09,0
62.56,4.63,4.55,51.02,16.52,1
36.18,2.81,4.68,18.77,71.61,0
67.45,4.52,4.27,28.52,83.61,0
66.55,0.55,7.22,38.28,60.96,0
67.0,4.53,7.09,24.99,36.73,0
76.34,6.75,6.72,52.16,61.24,0
80.51,3.97,6.3,55.13,44.92,0
81.88,1.71,3.67,35.9,65.36,0
75.35,1.82,4.33,54.95,57.69,0
48.39,4.94,3.84,48.4,70.34,0
65.91,4.92,6.55,48.49,16.13,1
97.65,4.39,8.5,1.83,87.59,1
74.49,3.41,6.02,42.08,77.57,0
74.41,4.01,7.51,36.02,44.06,0
74.31,3.34,5.69,42.88,67.72,0
74.98,2.55,5.48,38.62,80.22,0
41.4,5.39,4.13,27.02,54.34,0
67.13,4.28,5.92,39.98,63.01,0
69.55,6.73,6.37,38.78,29.68,1
85.38,6.29,6.58,58.53,26.94,1
70.57,4.19,5.16,42.89,41.71,0
50.24,4.99,5.3,36.43,54.77,0
75.16,1.11,4.91,26.3,94.24,0
60.35,3.31,4.15,85.9,64.13,1
55.4,4.36,6.32,59.92,27.24,1
59.99,0.46,2.16,47.47,67.65,0
76.51,4.57,2.49,23.72,71.91,0
85.11,1.1,4.18,22.23,50.25,0
75.8,1.38,3.09,70.07,65.29,0
77.58,2.18,6.63,69.17,85.11,0
75.68,3.42,4.34,49.12,58.58,0
71.22,0.18,6.32,32.85,56.27,0
78.36,5.64,6.96,36.77,51.98,0
40.97,3.94,5.09,31.97,72.49,0
71.33,8.31,5.49,76.17,55.96,1
57.46,4.25,6.84,41.94,65.18,0
83.95,4.93,6.5,57.18,49.0,0
68.23,1.37,1.89,59.3,54.96,1
70.37,0.55,4.38,25.73,99.45,0
51.94,5.05,5.77,46.18,50.6,0
82.2,0.77,5.32,40.78,91.92,0
77.53,5.1,3.51,64.32,45.03,0
76.68,7.77,2.44,54.05,93.52,0
60.24,5.86,5.92,44.19,62.33,0
60.72,4.93,3.73,47.21,71.46,0
72.68,4.17,4.8,34.71,48.22,0
61.67,2.54,5.22,30.76,69.71,0
75.22,3.21,4.76,33.65,71.57,0
44.07,2.09,3.6,52.43,65.16,0
64.15,0.21,4.88,58.78,39.47,0
91.56,3.59,4.18,54.48,49.3,1
75.27,6.27,7.48,21.5,42.22,0
72.0,0.28,5.32,49.85,64.09,0
93.82,7.0,8.85,54.2,47.23,1
41.97,6.54,3.02,70.56,43.39,0
60.22,4.49,4.55,24.96,43.78,0
65.19,4.51,4.54,61.1,48.81,0
80.3,3.03,3.83,68.91,100.0,0
80.51,3.61,4.47,28.57,72.46,0
59.61,2.34,4.28,54.75,66.15,0
81.98,3.58,3.53,19.58,69.68,0
65.16,3.85,7.69,44.62,27.92,1
84.54,8.2,4.87,29.42,80.03,1
57.61,4.91,6.39,55.23,78.19,0
68.52,2.98,6.49,44.25,72.44,0
64.12,3.25,7.14,39.76,76.0,0
82.67,1.72,3.53,54.16,66.4,0
63.73,2.13,6.9,32.21,62.28,0
69.49,5.78,4.89,45.3,65.94,0
76.08,2.27,8.05,55.43,23.4,1
76.54,1.96,5.79,40.02,99.5,0
80.64,2.02,3.27,46.97,34.36,0
72.53,1.68,6.89,41.18,85.54,0
64.98,6.32,6.74,66.46,80.53,0
65.8,3.86,3.06,66.18,68.57,0
70.31,2.79,6.12,43.77,21.67,1
73.0,3.57,7.41,43.25,69.77,0
68.23,4.04,5.72,29.84,95.48,0
70.23,1.63,3.54,78.85,66.6,1
51.79,0.03,6.52,56.74,59.11,0
78.01,6.85,6.0,58.52,61.56,0
72.17,5.97,4.65,66.4,69.68,0
82.02,4.44,4.31,44.28,15.11,1
70.0,5.8,5.99,40.98,75.19,0
49.14,8.29,3.63,67.37,47.68,1
65.7,2.16,5.3,36.88,71.82,0
67.6,0.7,6.8,42.28,97.44,0
78.91,5.15,7.28,49.67,54.74,0
45.16,0.17,4.21,28.76,45.89,0
70.49,3.59,2.62,57.02,66.36,0
76.16,2.75,3.94,53.25,95.59,0
62.06,5.18,6.22,36.89,69.95,0
70.9,2.29,3.89,62.47,85.09,0
62.48,6.5,6.62,27.41,76.5,0
61.25,1.63,3.89,39.45,86.12,0
65.1,5.26,4.16,67.41,53.49,0
61.47,1.83,4.74,43.02,91.98,0
78.2,4.87,6.42,22.75,76.19,0
61.18,0.96,2.62,48.64,40.29,0
59.17,3.44,5.42,40.78,61.44,0
91.22,6.81,5.39,52.86,68.13,1
81.53,3.79,3.51,61.45,66.96,0
47.66,6.46,5.53,43.99,63.77,0
60.82,3.43,4.73,9.42,69.59,0
72.91,2.24,3.3,53.39,69.59,0
73.89,3.93,4.89,29.85,55.37,0
52.11,5.05,3.44,52.65,72.45,0
83.9,1.26,4.04,57.98,79.13,0
79.9,4.81,6.32,60.94,96.99,0
75.78,1.15,4.53,57.73,100.0,0
86.28,0.53,6.29,40.37,58.58,0
75.43,4.85,4.76,43.24,56.94,0
75.38,6.85,3.56,51.41,59.11,0
88.69,4.04,5.72,57.22,43.81,0
83.21,0.11,5.84,30.16,67.99,0
59.9,1.82,3.15,58.82,100.0,0
77.6,2.45,6.7,17.76,49.21,0
62.03,3.99,7.28,13.7,53.88,0
76.05,3.32,5.94,20.23,34.94,0
75.72,4.74,5.12,52.81,82.17,0
53.4,6.0,8.02,54.33,68.53,0
68.54,4.36,5.81,48.03,50.16,0
73.18,5.75,5.3,36.54,45.98,0
64.76,2.83,7.55,52.1,54.67,0
73.78,11.74,7.4,34.94,77.55,1
79.67,4.88,2.84,40.11,71.43,0
69.63,5.21,4.24,32.45,49.46,0
72.7,7.89,5.88,54.7,54.0,0
86.6,3.72,6.84,36.29,82.05,0
75.68,1.89,3.25,50.81,30.67,0
72.41,6.77,6.36,46.32,45.04,0
58.5,6.91,4.39,69.01,67.47,0
78.05,3.88,6.08,46.04,66.95,0
73.96,7.9,4.15,63.66,77.06,0
85.4,3.29,1.5,57.13,79.91,1
70.56,5.83,2.34,28.15,76.81,0
48.2,7.29,3.31,36.65,30.99,0
49.6,3.75,4.11,40.91,79.43,0
78.83,4.64,4.99,53.17,72.24,0
63.16,6.07,4.22,56.64,65.62,0
75.24,2.58,4.93,54.8,82.89,0
71.37,1.46,4.26,33.07,87.52,0
68.0,6.83,4.99,44.72,53.24,0
68.84,4.27,6.4,38.73,31.93,0
59.62,2.24,4.98,50.53,56.89,0
69.81,3.74,5.81,20.6,44.31,0
62.99,4.77,6.07,44.64,61.45,0
65.53,0.42,4.76,18.56,76.11,0
66.12,5.29,2.31,28.73,52.97,0
67.28,4.52,5.38,69.48,50.03,0
81.07,7.64,3.99,70.41,3.2,1
68.44,2.95,6.29,35.24,72.96,0
82.28,6.94,7.05,52.39,79.32,0
88.45,3.39,4.61,52.23,48.84,0
80.26,3.85,5.25,65.49,46.62,0
76.41,4.2,6.0,48.69,62.62,0
73.92,8.73,3.78,29.28,34.19,1
80.38,0.4,5.01,32.7,84.15,0
71.07,4.74,2.68,50.94,49.95,0
81.81,3.61,6.57,17.59,79.76,0
77.37,3.43,7.53,19.27,63.23,0
65.68,4.96,5.15,57.68,33.11,0
80.75,6.27,3.87,84.63,47.91,1
71.1,4.83,5.39,35.64,27.06,1
68.73,6.59,3.09,42.58,66.85,0
64.29,2.87,4.35,43.79,51.27,0
71.99,3.38,4.37,48.67,58.62,0
81.96,1.0,4.22,32.17,89.22,0
80.67,8.46,5.33,43.46,81.35,1
74.24,3.03,5.65,56.97,58.08,0
77.2,2.76,5.02,36.33,63.06,0
85.26,5.02,6.35,45.16,50.26,0
68.2,6.27,5.59,60.53,76.59,0
56.61,1.77,4.26,44.52,100.0,0
85.61,6.47,4.84,21.95,49.55,0
63.64,2.74,4.88,10.89,71.39,0
61.72,7.08,4.43,27.87,49.88,0
48.45,2.15,5.76,62.75,80.86,0
76.86,5.34,1.8,41.09,75.81,1
50.54,3.61,5.05,50.21,74.17,0
61.0,0.68,5.46,64.45,37.51,0
77.06,0.04,5.9,26.31,24.52,1
78.66,1.64,6.66,84.96,72.37,1
62.18,5.98,4.79,43.43,40.07,0
68.39,1.36,6.25,53.04,60.7,0
59.53,4.33,5.92,34.42,56.4,0
63.42,4.12,5.4,30.51,83.63,0
73.19,0.71,2.91,45.38,79.89,0
63.98,1.51,6.64,35.85,57.58,0
67.07,1.5,5.14,46.37,70.92,0
52.42,3.63,4.62,13.06,71.26,0
83.6,7.17,3.26,24.39,80.56,0
76.12,6.19,1.33,37.24,29.2,1
79.51,2.6,7.85,27.93,49.27,0
85.49,1.43,5.46,90.6,81.04,1
60.1,0.4,3.34,47.74,40.5,0
65.7,2.55,3.11,49.01,42.1,0
47.26,1.25,4.58,28.62,61.55,0
107.69,3.41,6.21,34.54,54.48,1
68.2,3.5,5.95,37.45,73.3,0
82.46,2.31,6.02,62.21,87.29,0
55.14,2.36,3.67,23.72,29.2,1
81.96,1.77,4.73,39.86,66.3,0
92.29,2.22,5.19,51.62,62.09,1
69.28,7.09,4.91,10.33,42.6,0
57.87,4.79,5.82,20.07,19.86,1
68.33,4.83,7.36,23.94,48.58,0
43.28,6.03,5.32,42.22,34.83,0
69.55,5.81,4.12,38.16,68.78,0
79.85,7.06,2.82,58.95,52.02,0
69.57,4.97,5.26,11.7,50.73,0
66.59,4.01,4.01,38.78,77.18,0
76.33,2.02,5.64,62.63,99.67,0
77.25,1.44,5.55,21.39,59.54,0
50.08,5.71,7.35,43.26,74.52,0
71.07,3.22,5.32,56.26,81.61,0
99.23,0.1,5.68,66.11,41.24,1
53.98,1.73,4.02,26.19,36.34,0
68.97,8.87,2.85,50.58,60.34,1
93.3,1.04,6.61,45.61,73.48,1
83.25,1.78,6.81,29.43,50.77,0
63.84,6.57,4.5,26.52,32.63,0
72.47,0.48,2.1,26.03,90.27,0
69.97,4.83,7.04,100.0,77.32,1
61.02,8.05,6.78,62.69,59.88,1
69.11,8.78,4.82,46.03,46.45,1
66.64,2.38,6.6,32.34,38.82,0
71.35,3.47,4.94,53.43,48.11,0
61.02,2.51,5.33,26.75,95.53,0
54.68,3.46,2.56,49.88,58.54,0
69.5,6.75,6.83,57.55,69.19,0
90.58,0.0,2.37,42.59,100.0,1
70.99,5.12,7.58,36.0,98.19,0
66.02,3.01,7.73,37.27,67.8,0
79.05,6.92,1.17,59.54,96.83,1
68.1,6.79,7.34,44.28,73.42,0
92.42,2.48,4.64,69.82,100.0,1
69.95,3.22,5.63,17.59,65.48,0
78.41,5.73,2.88,25.98,78.02,0
60.94,5.96,4.52,46.25,75.47,0
76.04,2.68,3.23,51.78,50.18,0
73.3,5.72,3.82,43.99,78.61,0
69.32,7.62,6.83,66.03,46.13,0
63.98,4.14,6.5,30.83,55.55,0
62.34,5.88,6.23,45.25,79.64,0
73.39,6.7,4.19,61.26,72.01,0
77.55,4.05,3.96,71.73,65.5,0
68.47,5.54,2.53,41.93,70.7,0
73.45,3.53,6.02,85.27,64.19,1
69.55,3.37,7.9,46.38,83.89,0
71.18,1.85,7.18,70.46,100.0,0
67.59,3.93,5.05,39.83,90.54,0
70.22,8.22,5.74,42.69,58.71,1
102.38,1.24,5.37,62.57,74.08,1
73.74,5.04,6.36,57.28,50.68,0
77.74,4.3,7.61,44.74,86.86,0
75.26,7.19,4.15,29.35,65.24,0
66.85,7.66,4.2,84.39,79.43,1
85.53,1.19,4.57,40.9,71.02,0
66.51,2.06,4.95,46.06,19.54,1
82.66,2.2,6.09,16.12,64.66,0
65.99,2.29,4.9,36.61,69.94,0
58.48,2.5,3.72,58.33,72.63,0
74.38,4.37,3.74,42.84,48.66,0
56.74,1.37,3.24,84.78,41.5,1
76.43,1.72,4.84,49.37,68.78,0
55.67,1.52,6.55,36.12,67.04,0
66.17,4.73,5.63,70.67,57.36,0
52.82,3.34,5.85,81.81,55.28,1
103.89,2.9,3.37,65.22,87.31,1
50.15,1.4,3.24,47.03,51.32,0
70.12,0.51,5.27,42.25,54.76,0
83.72,7.58,6.87,20.39,24.19,1
82.44,2.78,6.27,50.33,79.54,0
80.22,10.28,3.99,50.94,67.73,1
66.19,5.43,8.44,27.9,93.11,0
86.21,8.07,1.96,46.16,49.01,1
80.96,5.98,5.04,61.8,37.09,0
72.55,3.9,5.15,40.77,50.53,0
72.89,2.01,4.69,49.88,81.12,0
66.35,1.06,5.79,14.86,84.87,0
59.08,6.3,4.7,72.33,67.0,0
84.85,4.16,2.76,34.96,66.16,0
85.75,5.04,4.87,40.55,93.76,0
59.39,5.54,5.25,48.89,75.7,0
68.15,4.39,6.37,42.05,64.99,0
68.28,2.32,7.13,59.41,52.22,0
69.61,6.03,3.72,39.45,77.0,0
70.77,3.0,7.51,36.31,43.31,0
81.36,3.73,4.36,59.0,43.15,0
61.03,5.29,4.23,4.03,61.61,0
59.84,3.35,4.38,25.87,92.51,0
84.84,1.04,2.07,48.64,42.66,0
64.45,6.1,4.37,57.57,85.12,0
54.84,6.64,6.97,57.7,76.88,0
64.18,1.08,5.72,4.15,44.62,0
66.04,0.89,5.34,37.74,70.37,0
88.66,8.56,5.53,57.91,52.02,1
81.1,4.08,6.89,29.6,52.06,0
83.77,3.51,3.68,41.5,86.28,0
79.84,2.43,6.36,51.77,62.74,0
81.35,0.92,5.1,45.98,61.87,0
61.74,3.01,3.82,52.34,64.76,0
67.62,5.94,5.7,42.41,88.36,0
58.12,3.46,5.13,53.54,60.48,0
67.47,5.03,3.79,53.9,79.1,0
78.21,7.91,3.4,57.81,79.24,0
71.61,2.05,4.35,56.96,35.18,0
85.74,4.26,4.23,59.78,85.04,0
56.3,6.01,6.83,37.75,87.21,0
76.0,1.17,4.68,38.59,76.92,0
55.02,3.95,4.44,48.03,56.54,0
71.13,8.18,6.69,74.38,50.01,1
78.88,2.65,7.02,48.42,63.52,0
67.43,6.17,3.75,70.17,33.31,0
76.61,3.15,3.13,67.2,72.64,0
58.48,8.0,5.77,67.31,42.45,0
50.04,0.61,4.69,66.19,71.45,0
76.68,3.66,4.18,30.77,57.8,0
90.93,0.2,6.56,28.82,72.16,1
58.05,1.75,4.61,32.09,56.41,0
84.67,1.73,7.88,61.78,63.53,0
70.52,2.83,5.07,40.85,52.17,0
53.97,0.53,5.25,35.98,69.67,0
56.42,3.32,8.36,38.74,81.59,0
70.19,4.65,5.46,52.18,86.74,0
65.15,0.33,3.94,34.55,58.42,0
54.25,1.91,3.47,37.49,17.13,1
49.67,9.85,4.31,40.44,55.94,1
59.84,4.32,5.35,58.76,77.51,0
72.33,1.04,6.37,20.12,83.35,0
69.92,0.0,2.74,45.13,99.26,0
63.99,4.06,5.0,39.64,53.04,0
72.42,3.75,6.92,54.12,92.98,0
82.48,2.03,5.39,43.29,59.38,0
74.73,8.98,7.03,31.23,73.11,1
68.54,10.05,2.74,77.24,72.64,1
81.14,2.84,4.66,68.17,87.69,0
58.48,5.68,5.18,48.69,36.0,0
67.3,5.81,5.83,53.88,40.58,0
67.59,6.14,3.72,33.83,67.06,0
55.16,1.9,5.62,48.13,45.66,0
64.96,8.35,5.74,84.83,66.59,1
45.1,3.33,4.89,63.6,81.24,0
92.95,4.55,5.7,29.16,90.78,1
58.75,3.51,5.47,51.07,48.52,0
89.03,3.15,4.01,46.23,45.49,0
70.46,4.2,4.76,52.81,73.87,0
76.78,0.54,3.13,71.73,79.86,0
64.13,1.43,2.76,31.36,53.06,0
72.5,2.97,5.38,41.97,50.21,0
77.81,1.3,2.16,28.14,79.15,0
77.97,4.87,4.64,48.22,83.99,0
79.3,4.58,5.62,46.62,65.3,0
65.58,3.53,5.02,76.25,75.16,1
64.24,7.2,8.28,32.23,50.48,0
50.87,3.48,5.64,58.59,55.2,0
76.28,0.15,4.6,5.68,61.56,0
82.99,2.94,5.91,73.99,54.2,0
89.39,6.43,3.03,45.43,35.54,0
73.66,1.21,6.5,47.09,54.81,0
60.8,3.26,4.24,41.66,71.69,0
49.63,4.94,6.66,52.1,57.41,0
82.5,10.13,5.6,36.08,80.32,1
48.44,6.52,5.94,47.16,58.22,0
65.91,3.83,4.17,65.23,46.7,0
67.31,4.8,3.28,39.15,67.02,0
69.17,1.24,3.26,40.45,78.57,0
70.43,0.88,2.43,40.79,48.93,0
71.66,5.13,4.42,59.37,30.73,0
41.02,3.9,4.12,42.72,70.91,0
70.18,4.22,6.52,38.32,78.67,0
43.25,3.59,3.45,47.69,33.62,0
78.79,3.49,8.29,60.95,83.12,0
63.34,3.76,3.5,25.44,55.27,0
44.12,0.86,3.64,56.22,60.28,0
60.23,2.93,2.78,50.29,58.08,0
63.16,0.39,5.01,50.95,58.43,0
84.29,1.95,4.52,45.28,60.29,0
72.36,6.49,4.84,45.47,68.4,0
74.13,3.05,5.61,55.56,58.83,0
84.17,4.99,6.47,21.76,92.36,0
68.85,3.79,3.25,32.88,66.93,0
79.05,2.54,5.03,19.68,73.51,0
78.21,0.98,6.28,72.18,100.0,0
54.56,2.5,3.36,63.89,79.68,0
87.68,3.96,9.15,12.42,100.0,1
52.96,4.95,8.51,50.43,60.63,0
81.01,3.81,4.89,41.71,79.52,0
51.8,5.12,3.34,53.92,73.71,0
77.21,0.3,3.53,50.02,69.12,0
92.34,5.67,5.35,42.87,74.24,1
67.44,0.68,5.96,44.08,66.58,0
66.92,5.96,2.24,60.27,79.96,0
77.33,4.76,3.58,36.08,52.0,0
66.05,1.18,5.21,39.24,43.71,0
91.82,5.34,2.89,54.71,71.57,1
72.31,5.99,4.55,57.84,81.62,0
66.16,6.64,5.65,49.4,75.35,0
63.52,1.58,4.76,37.79,35.43,0
58.8,3.95,3.9,19.93,81.87,0
62.47,5.24,5.13,20.55,65.28,0
65.79,5.34,5.76,41.94,86.81,0
64.15,4.52,3.62,47.49,39.73,0
62.1,2.43,5.52,39.71,86.0,0
95.19,5.97,5.49,29.23,63.95,1
57.64,5.98,5.78,26.91,100.0,0
71.76,3.11,5.39,47.44,71.37,0
77.11,1.54,5.2,65.35,77.19,0
77.56,1.68,4.77,33.82,55.29,0
69.3,6.91,4.55,44.63,59.42,0
67.11,5.88,6.08,34.34,61.99,0
75.42,3.45,4.86,54.03,67.12,0
73.2,3.0,5.8,43.12,60.65,0
66.89,0.92,5.78,59.82,76.52,0
51.26,3.29,3.59,46.76,84.98,0
64.38,0.52,4.52,46.8,75.67,0
56.24,3.9,4.92,32.2,69.29,0
61.99,6.46,5.14,32.46,59.13,0
70.4,1.05,5.64,51.9,11.91,1
74.3,4.1,5.27,48.45,78.0,0
91.37,5.99,5.06,75.21,52.03,1
63.55,4.05,4.35,28.55,55.62,0
79.3,2.19,6.59,59.87,55.11,0
73.67,3.53,5.52,46.95,70.12,0
85.55,5.89,4.83,30.39,84.32,0
76.91,4.16,4.42,4.88,52.48,0
57.9,3.49,5.42,35.47,36.91,0
49.32,6.39,5.04,37.36,71.07,0
73.74,4.79,2.71,37.33,43.6,0
63.66,0.49,3.51,58.53,56.6,0
58.24,5.08,6.96,38.13,49.01,0
54.79,5.87,5.56,49.09,66.2,0
71.93,0.41,4.04,24.09,73.25,0
88.09,2.17,4.44,50.83,75.76,0
65.1,0.9,3.71,25.51,61.14,0
77.08,3.24,4.21,55.14,90.2,0
68.77,6.02,6.54,59.5,50.44,0
54.53,1.27,4.73,22.51,43.06,0
78.82,4.89,6.25,73.85,45.96,0
56.86,3.73,7.44,38.18,100.0,0
70.26,3.95,4.41,50.43,43.07,0
65.9,2.48,3.06,56.47,86.89,0
80.72,8.75,5.65,34.89,60.37,1
57.3,1.23,3.77,34.49,79.14,0
74.69,3.46,5.0,38.64,24.92,1
59.92,1.25,5.25,51.86,57.72,0
63.87,2.13,7.79,53.76,76.83,0
26.38,0.75,5.48,65.93,74.86,0
95.11,9.25,4.31,63.65,91.93,1
76.61,2.61,5.94,63.46,37.43,0
60.79,2.97,6.22,58.11,75.65,0
56.5,3.39,6.81,56.96,69.73,0
64.05,0.67,3.62,38.95,62.48,0
78.6,6.14,6.94,36.69,65.99,0
47.29,5.1,8.43,21.86,54.86,0
68.3,5.79,6.9,65.98,48.14,0
91.25,0.46,7.18,45.71,75.07,1
56.39,6.34,4.35,50.01,81.5,0
70.96,6.05,7.53,2.81,66.34,0
96.44,2.92,4.29,35.12,68.7,1
77.59,5.74,4.94,59.6,68.01,0
71.51,4.18,4.3,49.96,97.65,0
76.08,0.48,4.13,35.08,41.56,0
65.19,3.04,4.99,43.24,70.35,0
85.6,2.3,3.27,74.68,60.38,0
65.21,3.71,3.97,41.47,55.99,0
46.49,6.05,3.54,46.82,84.96,0
65.3,0.6,7.3,44.9,72.88,0
58.4,2.39,7.43,48.12,62.21,0
66.63,1.45,8.82,63.06,80.31,0
66.89,1.55,4.9,82.23,51.66,1
84.37,1.44,5.04,67.15,91.91,0
78.34,3.67,6.16,48.5,70.44,0
73.16,4.81,3.09,62.89,78.66,0
69.96,4.37,3.53,22.59,52.47,0
57.29,3.96,2.6,44.73,55.22,0
43.83,5.05,6.26,34.5,70.5,0
71.36,9.45,3.71,36.46,39.16,1
79.54,3.84,6.5,59.41,92.38,0
68.7,6.05,4.31,65.5,58.43,0
63.58,5.91,5.01,25.04,79.77,0
75.57,7.94,4.74,42.36,77.85,0
69.0,4.9,5.29,35.23,93.95,0
90.23,1.39,4.27,55.02,47.16,1
84.79,4.26,6.56,61.67,70.82,0
81.51,4.13,4.75,78.99,77.59,1
79.09,5.54,5.55,62.96,42.55,0
54.52,1.32,5.16,62.18,58.09,0
77.96,6.67,3.48,29.98,68.57,0
74.52,3.51,7.02,34.87,57.11,0
77.28,5.6,4.02,45.84,25.6,1
75.91,4.27,6.21,83.52,34.04,1
75.43,3.81,6.09,46.15,100.0,0
102.41,4.08,2.75,66.47,86.68,1
69.09,5.18,4.73,38.72,76.58,0
81.24,8.4,5.87,44.65,62.84,1
64.35,1.54,4.57,44.68,53.1,0
79.49,4.85,4.81,37.6,72.27,0
81.27,3.61,5.33,55.31,48.06,0
74.37,3.06,4.44,25.59,83.2,0
90.03,2.41,5.54,17.58,74.93,1
59.39,4.95,5.06,41.07,66.65,0
64.15,3.19,4.7,53.26,60.2,0
72.55,1.41,3.54,33.6,59.93,0
80.57,3.61,5.61,79.89,70.87,1
72.15,2.77,1.39,44.97,43.47,1
85.43,0.86,5.39,46.16,100.0,0
62.06,3.72,5.02,29.97,57.6,0
56.31,4.95,3.78,54.43,43.42,0
73.7,2.13,2.92,60.38,79.63,0
69.07,4.15,5.63,47.98,56.71,0
76.51,3.77,4.63,49.71,56.36,0
69.67,6.11,5.21,48.65,66.05,0
65.92,3.24,2.24,31.46,55.73,0
69.1,5.5,5.71,66.62,55.14,0
70.35,2.72,6.41,40.32,62.34,0
66.34,8.42,4.77,70.91,90.19,1
67.56,2.41,3.65,26.9,61.53,0
65.16,1.79,5.65,58.6,61.81,0
80.28,3.25,4.57,47.79,84.45,0
72.33,1.68,6.3,46.38,29.5,1
97.08,0.38,5.03,36.13,76.34,1
71.93,5.32,1.79,55.05,77.17,1
63.39,4.16,1.48,53.04,67.01,1
102.05,1.71,3.93,71.8,58.78,1
74.96,0.15,5.68,55.04,65.77,0
81.88,3.86,4.26,38.88,59.67,0
77.11,1.97,5.74,38.54,69.69,0
77.48,4.87,4.01,49.86,60.79,0
76.43,5.14,8.09,67.29,84.48,0
56.77,0.58,4.72,50.81,58.35,0
74.41,3.98,5.4,60.34,61.64,0
